codigo_ine,municipio,provincia
26025,Baños de Rioja,La Rioja
26027,Berceo,La Rioja
26028,Bergasa,La Rioja
26029,Bergasillas Bajera,La Rioja
26030,Bezares,La Rioja
26031,Bobadilla,La Rioja
26032,Brieva de Cameros,La Rioja
26033,Briñas,La Rioja
26034,Briones,La Rioja
26035,Cabezón de Cameros,La Rioja
26036,Calahorra,La Rioja
26037,Camprovín,La Rioja
26038,Canales de la Sierra,La Rioja
26039,Canillas de Río Tuerto,La Rioja
26040,Cañas,La Rioja
26041,Cárdenas,La Rioja
26042,Casalarreina,La Rioja
26043,Castañares de Rioja,La Rioja
26044,Castroviejo,La Rioja
26045,Cellorigo,La Rioja
26046,Cenicero,La Rioja
26047,Cervera del Río Alhama,La Rioja
26048,Cidamón,La Rioja
26049,Cihuri,La Rioja
26050,Cirueña,La Rioja
26051,Clavijo,La Rioja
26052,Cordovín,La Rioja
26053,Corera,La Rioja
26054,Cornago,La Rioja
26055,Corporales,La Rioja
26056,Cuzcurrita de Río Tirón,La Rioja
26057,Daroca de Rioja,La Rioja
26058,Enciso,La Rioja
26059,Entrena,La Rioja
26060,Estollo,La Rioja
26061,Ezcaray,La Rioja
26062,Foncea,La Rioja
26063,Fonzaleche,La Rioja
26064,Fuenmayor,La Rioja
26065,Galbárruli,La Rioja
26066,Galilea,La Rioja
26067,Gallinero de Cameros,La Rioja
26068,Gimileo,La Rioja
26069,Grañón,La Rioja
26070,Grávalos,La Rioja
26071,Haro,La Rioja
26072,Herce,La Rioja
26073,Herramélluri,La Rioja
26074,Hervías,La Rioja
26075,Hormilla,La Rioja
26076,Hormilleja,La Rioja
26077,Hornillos de Cameros,La Rioja
26078,Hornos de Moncalvillo,La Rioja
26079,Huércanos,La Rioja
26080,Igea,La Rioja
26081,Jalón de Cameros,La Rioja
26082,Laguna de Cameros,La Rioja
26083,Lagunilla del Jubera,La Rioja
26084,Lardero,La Rioja
26086,Ledesma de la Cogolla,La Rioja
26087,Leiva,La Rioja
26088,Leza de Río Leza,La Rioja
26089,Logroño,La Rioja
26091,Lumbreras de Cameros,La Rioja
26092,Manjarrés,La Rioja
26093,Mansilla de la Sierra,La Rioja
26094,Manzanares de Rioja,La Rioja
26095,Matute,La Rioja
26096,Medrano,La Rioja
26098,Munilla,La Rioja
26099,Murillo de Río Leza,La Rioja
26100,Muro de Aguas,La Rioja
26101,Muro en Cameros,La Rioja
26102,Nájera,La Rioja
26103,Nalda,La Rioja
26104,Navajún,La Rioja
26105,Navarrete,La Rioja
26106,Nestares,La Rioja
26107,Nieva de Cameros,La Rioja
26109,Ochánduri,La Rioja
26108,Ocón,La Rioja
26110,Ojacastro,La Rioja
26111,Ollauri,La Rioja
26112,Ortigosa de Cameros,La Rioja
26113,Pazuengos,La Rioja
26114,Pedroso,La Rioja
26115,Pinillos,La Rioja
26117,Pradejón,La Rioja
26118,Pradillo,La Rioja
26119,Préjano,La Rioja
26120,Quel,La Rioja
26121,Rabanera,La Rioja
26122,"Rasillo de Cameros, El",La Rioja
26123,"Redal, El",La Rioja
26124,Ribafrecha,La Rioja
26125,Rincón de Soto,La Rioja
26126,Robres del Castillo,La Rioja
26127,Rodezno,La Rioja
26128,Sajazarra,La Rioja
26129,San Asensio,La Rioja
26130,San Millán de la Cogolla,La Rioja
26131,San Millán de Yécora,La Rioja
26132,San Román de Cameros,La Rioja
26139,San Torcuato,La Rioja
26142,San Vicente de la Sonsierra,La Rioja
26134,Santa Coloma,La Rioja
26135,Santa Engracia del Jubera,La Rioja
26136,Santa Eulalia Bajera,La Rioja
26138,Santo Domingo de la Calzada,La Rioja
26140,Santurde de Rioja,La Rioja
26141,Santurdejo,La Rioja
26143,Sojuela,La Rioja
26144,Sorzano,La Rioja
26145,Sotés,La Rioja
26146,Soto en Cameros,La Rioja
26147,Terroba,La Rioja
26148,Tirgo,La Rioja
26149,Tobía,La Rioja
26150,Tormantos,La Rioja
26153,Torre en Cameros,La Rioja
26151,Torrecilla en Cameros,La Rioja
26152,Torrecilla sobre Alesanco,La Rioja
26154,Torremontalbo,La Rioja
26155,Treviana,La Rioja
26157,Tricio,La Rioja
26158,Tudelilla,La Rioja
26160,Uruñuela,La Rioja
26161,Valdemadera,La Rioja
26162,Valgañón,La Rioja
26163,Ventosa,La Rioja
26164,Ventrosa,La Rioja
26165,Viguera,La Rioja
26166,Villalba de Rioja,La Rioja
26167,Villalobar de Rioja,La Rioja
26168,Villamediana de Iregua,La Rioja
26169,Villanueva de Cameros,La Rioja
26170,"Villar de Arnedo, El",La Rioja
26171,Villar de Torre,La Rioja
26172,Villarejo,La Rioja
26173,Villarroya,La Rioja
26174,Villarta-Quintana,La Rioja
26175,Villavelayo,La Rioja
26176,Villaverde de Rioja,La Rioja
26177,Villoslada de Cameros,La Rioja
26178,Viniegra de Abajo,La Rioja
26179,Viniegra de Arriba,La Rioja
26180,Zarratón,La Rioja
26181,Zarzosa,La Rioja
26183,Zorraquín,La Rioja
27001,Abadín,Lugo
27002,Alfoz,Lugo
27003,Antas de Ulla,Lugo
27004,Baleira,Lugo
27901,Baralla,Lugo
27005,Barreiros,Lugo
27006,Becerreá,Lugo
27007,Begonte,Lugo
27008,Bóveda,Lugo
27902,Burela,Lugo
27009,Carballedo,Lugo
27010,Castro de Rei,Lugo
27011,Castroverde,Lugo
27012,Cervantes,Lugo
27013,Cervo,Lugo
27016,Chantada,Lugo
27014,"Corgo, O",Lugo
27015,Cospeito,Lugo
27017,Folgoso do Courel,Lugo
27018,"Fonsagrada, A",Lugo
27019,Foz,Lugo
27020,Friol,Lugo
27022,Guitiriz,Lugo
27023,Guntín,Lugo
27024,"Incio, O",Lugo
27026,Láncara,Lugo
27027,Lourenzá,Lugo
27028,Lugo,Lugo
27029,Meira,Lugo
27030,Mondoñedo,Lugo
27031,Monforte de Lemos,Lugo
27032,Monterroso,Lugo
27033,Muras,Lugo
27034,Navia de Suarna,Lugo
27035,Negueira de Muñiz,Lugo
27037,"Nogais, As",Lugo
27038,Ourol,Lugo
27039,Outeiro de Rei,Lugo
27040,Palas de Rei,Lugo
27041,Pantón,Lugo
27042,Paradela,Lugo
27043,"Páramo, O",Lugo
27044,"Pastoriza, A",Lugo
27045,Pedrafita do Cebreiro,Lugo
27047,"Pobra do Brollón, A",Lugo
27046,Pol,Lugo
27048,"Pontenova, A",Lugo
27049,Portomarín,Lugo
27050,Quiroga,Lugo
27056,Rábade,Lugo
27051,Ribadeo,Lugo
27052,Ribas de Sil,Lugo
27053,Ribeira de Piquín,Lugo
27054,Riotorto,Lugo
27055,Samos,Lugo
27057,Sarria,Lugo
27058,"Saviñao, O",Lugo
27059,Sober,Lugo
27060,Taboada,Lugo
27061,Trabada,Lugo
27062,Triacastela,Lugo
27063,"Valadouro, O",Lugo
27064,"Vicedo, O",Lugo
27065,Vilalba,Lugo
27066,Viveiro,Lugo
27021,Xermade,Lugo
27025,Xove,Lugo
28001,"Acebeda, La",Madrid
28002,Ajalvir,Madrid
28003,Alameda del Valle,Madrid
28004,"Álamo, El",Madrid
28005,Alcalá de Henares,Madrid
28006,Alcobendas,Madrid
28007,Alcorcón,Madrid
28008,Aldea del Fresno,Madrid
28009,Algete,Madrid
28010,Alpedrete,Madrid
28011,Ambite,Madrid
28012,Anchuelo,Madrid
28013,Aranjuez,Madrid
28014,Arganda del Rey,Madrid
28015,Arroyomolinos,Madrid
28016,"Atazar, El",Madrid
28017,Batres,Madrid
28018,Becerril de la Sierra,Madrid
28019,Belmonte de Tajo,Madrid
28021,"Berrueco, El",Madrid
28020,Berzosa del Lozoya,Madrid
28022,Boadilla del Monte,Madrid
28023,"Boalo, El",Madrid
28024,Braojos,Madrid
28025,Brea de Tajo,Madrid
28026,Brunete,Madrid
28027,Buitrago del Lozoya,Madrid
28028,Bustarviejo,Madrid
28029,Cabanillas de la Sierra,Madrid
28030,"Cabrera, La",Madrid
28031,Cadalso de los Vidrios,Madrid
28032,Camarma de Esteruelas,Madrid
28033,Campo Real,Madrid
28034,Canencia,Madrid
28035,Carabaña,Madrid
28036,Casarrubuelos,Madrid
28037,Cenicientos,Madrid
28038,Cercedilla,Madrid
28039,Cervera de Buitrago,Madrid
28051,Chapinería,Madrid
28052,Chinchón,Madrid
28040,Ciempozuelos,Madrid
28041,Cobeña,Madrid
28046,Collado Mediano,Madrid
28047,Collado Villalba,Madrid
28043,Colmenar de Oreja,Madrid
28042,Colmenar del Arroyo,Madrid
28045,Colmenar Viejo,Madrid
28044,Colmenarejo,Madrid
28048,Corpa,Madrid
28049,Coslada,Madrid
28050,Cubas de la Sagra,Madrid
28053,Daganzo de Arriba,Madrid
28054,"Escorial, El",Madrid
28055,Estremera,Madrid
28056,Fresnedillas de la Oliva,Madrid
28057,Fresno de Torote,Madrid
28058,Fuenlabrada,Madrid
28059,Fuente el Saz de Jarama,Madrid
28060,Fuentidueña de Tajo,Madrid
28061,Galapagar,Madrid
28062,Garganta de los Montes,Madrid
28063,Gargantilla del Lozoya y Pinilla de Buitrago,Madrid
28064,Gascones,Madrid
28065,Getafe,Madrid
28066,Griñón,Madrid
28067,Guadalix de la Sierra,Madrid
28068,Guadarrama,Madrid
28069,"Hiruela, La",Madrid
28070,Horcajo de la Sierra-Aoslos,Madrid
28071,Horcajuelo de la Sierra,Madrid
28072,Hoyo de Manzanares,Madrid
28073,Humanes de Madrid,Madrid
28074,Leganés,Madrid
28075,Loeches,Madrid
28076,Lozoya,Madrid
28901,Lozoyuela-Navas-Sieteiglesias,Madrid
28078,Madarcos,Madrid
28079,Madrid,Madrid
28080,Majadahonda,Madrid
28082,Manzanares el Real,Madrid
28083,Meco,Madrid
28084,Mejorada del Campo,Madrid
28085,Miraflores de la Sierra,Madrid
28086,"Molar, El",Madrid
28087,"Molinos, Los",Madrid
28088,Montejo de la Sierra,Madrid
28089,Moraleja de Enmedio,Madrid
28090,Moralzarzal,Madrid
28091,Morata de Tajuña,Madrid
28092,Móstoles,Madrid
28093,Navacerrada,Madrid
28094,Navalafuente,Madrid
28095,Navalagamella,Madrid
28096,Navalcarnero,Madrid
28097,Navarredonda y San Mamés,Madrid
28099,Navas del Rey,Madrid
28100,Nuevo Baztán,Madrid
28101,Olmeda de las Fuentes,Madrid
28102,Orusco de Tajuña,Madrid
28104,Paracuellos de Jarama,Madrid
28106,Parla,Madrid
28107,Patones,Madrid
28108,Pedrezuela,Madrid
28109,Pelayos de la Presa,Madrid
28110,Perales de Tajuña,Madrid
28111,Pezuela de las Torres,Madrid
28112,Pinilla del Valle,Madrid
28113,Pinto,Madrid
28114,Piñuécar-Gandullas,Madrid
28115,Pozuelo de Alarcón,Madrid
28116,Pozuelo del Rey,Madrid
28117,Prádena del Rincón,Madrid
28118,Puebla de la Sierra,Madrid
28902,Puentes Viejas,Madrid
28119,Quijorna,Madrid
28120,Rascafría,Madrid
28121,Redueña,Madrid
28122,Ribatejada,Madrid
28123,Rivas-Vaciamadrid,Madrid
28124,Robledillo de la Jara,Madrid
28125,Robledo de Chavela,Madrid
28126,Robregordo,Madrid
28127,"Rozas de Madrid, Las",Madrid
28128,Rozas de Puerto Real,Madrid
28129,San Agustín del Guadalix,Madrid
28130,San Fernando de Henares,Madrid
28131,San Lorenzo de El Escorial,Madrid
28132,San Martín de la Vega,Madrid
28133,San Martín de Valdeiglesias,Madrid
28134,San Sebastián de los Reyes,Madrid
28135,Santa María de la Alameda,Madrid
28136,Santorcaz,Madrid
28137,"Santos de la Humosa, Los",Madrid
28138,"Serna del Monte, La",Madrid
28140,Serranillos del Valle,Madrid
28141,Sevilla la Nueva,Madrid
28143,Somosierra,Madrid
28144,Soto del Real,Madrid
28145,Talamanca de Jarama,Madrid
28146,Tielmes,Madrid
28147,Titulcia,Madrid
28148,Torrejón de Ardoz,Madrid
28149,Torrejón de la Calzada,Madrid
28150,Torrejón de Velasco,Madrid
28151,Torrelaguna,Madrid
28152,Torrelodones,Madrid
28153,Torremocha de Jarama,Madrid
28154,Torres de la Alameda,Madrid
28903,Tres Cantos,Madrid
28155,Valdaracete,Madrid
28156,Valdeavero,Madrid
28157,Valdelaguna,Madrid
28158,Valdemanco,Madrid
28159,Valdemaqueda,Madrid
28160,Valdemorillo,Madrid
28161,Valdemoro,Madrid
28162,Valdeolmos-Alalpardo,Madrid
28163,Valdepiélagos,Madrid
28164,Valdetorres de Jarama,Madrid
28165,Valdilecha,Madrid
28166,Valverde de Alcalá,Madrid
28167,Velilla de San Antonio,Madrid
28168,"Vellón, El",Madrid
28169,Venturada,Madrid
28171,Villa del Prado,Madrid
28170,Villaconejos,Madrid
28172,Villalbilla,Madrid
28173,Villamanrique de Tajo,Madrid
28174,Villamanta,Madrid
28175,Villamantilla,Madrid
28176,Villanueva de la Cañada,Madrid
28178,Villanueva de Perales,Madrid
28177,Villanueva del Pardillo,Madrid
28179,Villar del Olmo,Madrid
28180,Villarejo de Salvanés,Madrid
28181,Villaviciosa de Odón,Madrid
28182,Villavieja del Lozoya,Madrid
28183,Zarzalejo,Madrid
29001,Alameda,Málaga
29002,Alcaucín,Málaga
29003,Alfarnate,Málaga
29004,Alfarnatejo,Málaga
29005,Algarrobo,Málaga
29006,Algatocín,Málaga
29007,Alhaurín de la Torre,Málaga
29008,Alhaurín el Grande,Málaga
29009,Almáchar,Málaga
29010,Almargen,Málaga
29011,Almogía,Málaga
29012,Álora,Málaga
29013,Alozaina,Málaga
29014,Alpandeire,Málaga
29015,Antequera,Málaga
29016,Árchez,Málaga
29017,Archidona,Málaga
29018,Ardales,Málaga
29019,Arenas,Málaga
29020,Arriate,Málaga
29021,Atajate,Málaga
29022,Benadalid,Málaga
29023,Benahavís,Málaga
29024,Benalauría,Málaga
29025,Benalmádena,Málaga
29026,Benamargosa,Málaga
29027,Benamocarra,Málaga
29028,Benaoján,Málaga
29029,Benarrabá,Málaga
29030,"Borge, El",Málaga
29031,"Burgo, El",Málaga
29032,Campillos,Málaga
29033,Canillas de Aceituno,Málaga
29034,Canillas de Albaida,Málaga
29035,Cañete la Real,Málaga
29036,Carratraca,Málaga
29037,Cartajima,Málaga
29038,Cártama,Málaga
29039,Casabermeja,Málaga
29040,Casarabonela,Málaga
29041,Casares,Málaga
29042,Coín,Málaga
29043,Colmenar,Málaga
29044,Comares,Málaga
29045,Cómpeta,Málaga
29046,Cortes de la Frontera,Málaga
29047,Cuevas Bajas,Málaga
29049,Cuevas de San Marcos,Málaga
29048,Cuevas del Becerro,Málaga
29050,Cútar,Málaga
29051,Estepona,Málaga
29052,Faraján,Málaga
29053,Frigiliana,Málaga
29054,Fuengirola,Málaga
29055,Fuente de Piedra,Málaga
29056,Gaucín,Málaga
29057,Genalguacil,Málaga
29058,Guaro,Málaga
29059,Humilladero,Málaga
29060,Igualeja,Málaga
29061,Istán,Málaga
29062,Iznate,Málaga
29063,Jimera de Líbar,Málaga
29064,Jubrique,Málaga
29065,Júzcar,Málaga
29066,Macharaviaya,Málaga
29067,Málaga,Málaga
29068,Manilva,Málaga
29069,Marbella,Málaga
29070,Mijas,Málaga
29071,Moclinejo,Málaga
29072,Mollina,Málaga
29073,Monda,Málaga
29903,Montecorto,Málaga
29074,Montejaque,Málaga
29075,Nerja,Málaga
29076,Ojén,Málaga
29077,Parauta,Málaga
29079,Periana,Málaga
29080,Pizarra,Málaga
29081,Pujerra,Málaga
29082,Rincón de la Victoria,Málaga
29083,Riogordo,Málaga
29084,Ronda,Málaga
29085,Salares,Málaga
29086,Sayalonga,Málaga
29087,Sedella,Málaga
29904,Serrato,Málaga
29088,Sierra de Yeguas,Málaga
29089,Teba,Málaga
29090,Tolox,Málaga
29901,Torremolinos,Málaga
29091,Torrox,Málaga
29092,Totalán,Málaga
29093,Valle de Abdalajís,Málaga
29094,Vélez-Málaga,Málaga
29095,Villanueva de Algaidas,Málaga
29902,Villanueva de la Concepción,Málaga
29098,Villanueva de Tapia,Málaga
29096,Villanueva del Rosario,Málaga
29097,Villanueva del Trabuco,Málaga
29099,Viñuela,Málaga
29100,Yunquera,Málaga
30001,Abanilla,Murcia
30002,Abarán,Murcia
30003,Águilas,Murcia
30004,Albudeite,Murcia
30005,Alcantarilla,Murcia
30902,"Alcázares, Los",Murcia
30006,Aledo,Murcia
30007,Alguazas,Murcia
30008,Alhama de Murcia,Murcia
30009,Archena,Murcia
30010,Beniel,Murcia
30011,Blanca,Murcia
30012,Bullas,Murcia
30013,Calasparra,Murcia
30014,Campos del Río,Murcia
30015,Caravaca de la Cruz,Murcia
30016,Cartagena,Murcia
30017,Cehegín,Murcia
30018,Ceutí,Murcia
30019,Cieza,Murcia
30020,Fortuna,Murcia
30021,Fuente Álamo de Murcia,Murcia
30022,Jumilla,Murcia
30023,Librilla,Murcia
30024,Lorca,Murcia
30025,Lorquí,Murcia
30026,Mazarrón,Murcia
30027,Molina de Segura,Murcia
30028,Moratalla,Murcia
30029,Mula,Murcia
30030,Murcia,Murcia
30031,Ojós,Murcia
30032,Pliego,Murcia
30033,Puerto Lumbreras,Murcia
30034,Ricote,Murcia
30035,San Javier,Murcia
30036,San Pedro del Pinatar,Murcia
30901,Santomera,Murcia
30037,Torre-Pacheco,Murcia
30038,"Torres de Cotillas, Las",Murcia
30039,Totana,Murcia
30040,Ulea,Murcia
30041,"Unión, La",Murcia
30042,Villanueva del Río Segura,Murcia
30043,Yecla,Murcia
31001,Abáigar,Navarra
31002,Abárzuza/Abartzuza,Navarra
31003,Abaurregaina/Abaurrea Alta,Navarra
31004,Abaurrepea/Abaurrea Baja,Navarra
31005,Aberin,Navarra
31006,Ablitas,Navarra
31007,Adiós,Navarra
31008,Aguilar de Codés,Navarra
31009,Aibar/Oibar,Navarra
31011,Allín/Allin,Navarra
31012,Allo,Navarra
31010,Altsasu/Alsasua,Navarra
31013,Améscoa Baja,Navarra
31014,Ancín/Antzin,Navarra
31015,Andosilla,Navarra
31016,Ansoáin/Antsoain,Navarra
31017,Anue,Navarra
31018,Añorbe,Navarra
31019,Aoiz/Agoitz,Navarra
31020,Araitz,Navarra
31025,Arakil,Navarra
31021,Aranarache/Aranaratxe,Navarra
31023,Aranguren,Navarra
31024,Arano,Navarra
31022,Arantza,Navarra
31026,Aras,Navarra
31027,Arbizu,Navarra
31028,Arce/Artzi,Navarra
31029,"Arcos, Los",Navarra
31030,Arellano,Navarra
31031,Areso,Navarra
31032,Arguedas,Navarra
31033,Aria,Navarra
31034,Aribe,Navarra
31035,Armañanzas,Navarra
31036,Arróniz,Navarra
31037,Arruazu,Navarra
31038,Artajona,Navarra
31039,Artazu,Navarra
31040,Atetz,Navarra
31058,Auritz/Burguete,Navarra
31041,Ayegui/Aiegi,Navarra
31042,Azagra,Navarra
31043,Azuelo,Navarra
31044,Bakaiku,Navarra
31901,Barañáin/Barañain,Navarra
31045,Barásoain,Navarra
31046,Barbarin,Navarra
31047,Bargota,Navarra
31048,Barillas,Navarra
31049,Basaburua,Navarra
31050,Baztan,Navarra
31137,Beintza-Labaien,Navarra
31051,Beire,Navarra
31052,Belascoáin,Navarra
31250,Bera,Navarra
31053,Berbinzana,Navarra
31905,Beriáin,Navarra
31902,Berrioplano/Berriobeiti,Navarra
31903,Berriozar,Navarra
31054,Bertizarana,Navarra
31055,Betelu,Navarra
31253,Bidaurreta,Navarra
31056,Biurrun-Olcoz,Navarra
31057,Buñuel,Navarra
31059,Burgui/Burgi,Navarra
31060,Burlada/Burlata,Navarra
31061,"Busto, El",Navarra
31062,Cabanillas,Navarra
31063,Cabredo,Navarra
31064,Cadreita,Navarra
31065,Caparroso,Navarra
31066,Cárcar,Navarra
31067,Carcastillo,Navarra
31068,Cascante,Navarra
31069,Cáseda,Navarra
31070,Castejón,Navarra
31071,Castillonuevo,Navarra
31193,Cendea de Olza/Oltza Zendea,Navarra
31072,Cintruénigo,Navarra
31074,Cirauqui/Zirauki,Navarra
31075,Ciriza/Ziritza,Navarra
31076,Cizur,Navarra
31077,Corella,Navarra
31078,Cortes,Navarra
31079,Desojo,Navarra
31080,Dicastillo,Navarra
31081,Donamaria,Navarra
31221,Doneztebe/Santesteban,Navarra
31083,Echarri/Etxarri,Navarra
31087,Elgorriaga,Navarra
31089,Enériz/Eneritz,Navarra
31090,Eratsun,Navarra
31091,Ergoiena,Navarra
31092,Erro,Navarra
31094,Eslava,Navarra
31095,Esparza de Salazar/Espartza Zaraitzu,Navarra
31096,Espronceda,Navarra
31097,Estella-Lizarra,Navarra
31098,Esteribar,Navarra
31099,Etayo,Navarra
31082,Etxalar,Navarra
31084,Etxarri Aranatz,Navarra
31085,Etxauri,Navarra
31100,Eulate,Navarra
31101,Ezcabarte,Navarra
31093,Ezcároz/Ezkaroze,Navarra
31102,Ezkurra,Navarra
31103,Ezprogui,Navarra
31104,Falces,Navarra
31105,Fitero,Navarra
31106,Fontellas,Navarra
31107,Funes,Navarra
31108,Fustiñana,Navarra
31109,Galar,Navarra
31110,Gallipienzo/Galipentzu,Navarra
31111,Gallués/Galoze,Navarra
31112,Garaioa,Navarra
31113,Garde,Navarra
31114,Garínoain,Navarra
31115,Garralda,Navarra
31116,Genevilla,Navarra
31117,Goizueta,Navarra
31118,Goñi,Navarra
31119,Güesa/Gorza,Navarra
31120,Guesálaz/Gesalatz,Navarra
31121,Guirguillano,Navarra
31256,Hiriberri/Villanueva de Aezkoa,Navarra
31122,Huarte/Uharte,Navarra
31124,Ibargoiti,Navarra
31259,Igantzi,Navarra
31125,Igúzquiza,Navarra
31126,Imotz,Navarra
31127,Irañeta,Navarra
31904,Irurtzun,Navarra
31128,Isaba/Izaba,Navarra
31129,Ituren,Navarra
31130,Iturmendi,Navarra
31131,Iza/Itza,Navarra
31132,Izagaondoa,Navarra
31133,Izalzu/Itzaltzu,Navarra
31134,Jaurrieta,Navarra
31135,Javier,Navarra
31136,Juslapeña/Txulapain,Navarra
31138,Lakuntza,Navarra
31139,Lana,Navarra
31140,Lantz,Navarra
31141,Lapoblación,Navarra
31142,Larraga,Navarra
31143,Larraona,Navarra
31144,Larraun,Navarra
31145,Lazagurría,Navarra
31146,Leache/Leatxe,Navarra
31147,Legarda,Navarra
31148,Legaria,Navarra
31149,Leitza,Navarra
31908,Lekunberri,Navarra
31150,Leoz/Leotz,Navarra
31151,Lerga,Navarra
31152,Lerín,Navarra
31153,Lesaka,Navarra
31154,Lezaun,Navarra
31155,Liédena,Navarra
31156,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,Navarra
31157,Lodosa,Navarra
31158,Lónguida/Longida,Navarra
31159,Lumbier,Navarra
31160,Luquin,Navarra
31248,Luzaide/Valcarlos,Navarra
31161,Mañeru,Navarra
31162,Marañón,Navarra
31163,Marcilla,Navarra
31164,Mélida,Navarra
31165,Mendavia,Navarra
31166,Mendaza,Navarra
31167,Mendigorria,Navarra
31168,Metauten,Navarra
31169,Milagro,Navarra
31170,Mirafuentes,Navarra
31171,Miranda de Arga,Navarra
31172,Monreal/Elo,Navarra
31173,Monteagudo,Navarra
31174,Morentin,Navarra
31175,Mues,Navarra
31176,Murchante,Navarra
31177,Murieta,Navarra
31178,Murillo el Cuende,Navarra
31179,Murillo el Fruto,Navarra
31180,Muruzábal,Navarra
31181,Navascués/Nabaskoze,Navarra
31182,Nazar,Navarra
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra
31183,Obanos,Navarra
31185,Ochagavía/Otsagabia,Navarra
31184,Oco,Navarra
31186,Odieta,Navarra
31187,Oiz,Navarra
31188,Olaibar,Navarra
31189,Olazti/Olazagutía,Navarra
31190,Olejua,Navarra
31191,Olite/Erriberri,Navarra
31192,Olóriz/Oloritz,Navarra
31195,Orbaizeta,Navarra
31196,Orbara,Navarra
31197,Orísoain,Navarra
31906,Orkoien,Navarra
31198,Oronz/Orontze,Navarra
31199,Oroz-Betelu/Orotz-Betelu,Navarra
31211,Orreaga/Roncesvalles,Navarra
31200,Oteiza,Navarra
31201,Pamplona/Iruña,Navarra
31202,Peralta/Azkoien,Navarra
31203,Petilla de Aragón,Navarra
31204,Piedramillera,Navarra
31205,Pitillas,Navarra
31206,Puente la Reina/Gares,Navarra
31207,Pueyo/Puiu,Navarra
31208,Ribaforada,Navarra
31209,Romanzado/Erromantzatua,Navarra
31210,Roncal/Erronkari,Navarra
31212,Sada,Navarra
31213,Saldías,Navarra
31214,Salinas de Oro/Jaitz,Navarra
31215,San Adrián,Navarra
31217,San Martín de Unx,Navarra
31216,Sangüesa/Zangoza,Navarra
31219,Sansol,Navarra
31220,Santacara,Navarra
31222,Sarriés/Sartze,Navarra
31223,Sartaguda,Navarra
31224,Sesma,Navarra
31225,Sorlada,Navarra
31226,Sunbilla,Navarra
31227,Tafalla,Navarra
31228,Tiebas-Muruarte de Reta,Navarra
31229,Tirapu,Navarra
31230,Torralba del Río,Navarra
31231,Torres del Río,Navarra
31232,Tudela,Navarra
31233,Tulebras,Navarra
31234,Ucar,Navarra
31123,Uharte Arakil,Navarra
31235,Ujué/Uxue,Navarra
31236,Ultzama,Navarra
31237,Unciti,Navarra
31238,Unzué/Untzue,Navarra
31239,Urdazubi/Urdax,Navarra
31240,Urdiain,Navarra
31241,Urraul Alto,Navarra
31242,Urraul Bajo,Navarra
31244,Urroz,Navarra
31243,Urroz-Villa,Navarra
31245,Urzainqui/Urzainki,Navarra
31246,Uterga,Navarra
31247,Uztárroz/Uztarroze,Navarra
31086,Valle de Egüés/Eguesibar,Navarra
31194,Valle de Ollo/Ollaran,Navarra
31260,Valle de Yerri/Deierri,Navarra
31249,Valtierra,Navarra
31251,Viana,Navarra
31252,Vidángoz/Bidankoze,Navarra
31254,Villafranca,Navarra
31255,Villamayor de Monjardín,Navarra
31257,Villatuerta,Navarra
31258,Villava/Atarrabia,Navarra
31261,Yesa,Navarra
31262,Zabalza/Zabaltza,Navarra
31073,Ziordia,Navarra
31907,Zizur Mayor/Zizur Nagusia,Navarra
31263,Zubieta,Navarra
31264,Zugarramurdi,Navarra
31265,Zúñiga,Navarra
32001,Allariz,Ourense
32002,Amoeiro,Ourense
32003,"Arnoia, A",Ourense
32004,Avión,Ourense
32005,Baltar,Ourense
32006,Bande,Ourense
32007,Baños de Molgas,Ourense
32008,Barbadás,Ourense
32009,"Barco de Valdeorras, O",Ourense
32010,Beade,Ourense
32011,Beariz,Ourense
32012,"Blancos, Os",Ourense
32013,Boborás,Ourense
32014,"Bola, A",Ourense
32015,"Bolo, O",Ourense
32016,Calvos de Randín,Ourense
32018,Carballeda de Avia,Ourense
32017,Carballeda de Valdeorras,Ourense
32019,"Carballiño, O",Ourense
32020,Cartelle,Ourense
32022,Castrelo de Miño,Ourense
32021,Castrelo do Val,Ourense
32023,Castro Caldelas,Ourense
32024,Celanova,Ourense
32025,Cenlle,Ourense
32029,Chandrexa de Queixa,Ourense
32026,Coles,Ourense
32027,Cortegada,Ourense
32028,Cualedro,Ourense
32030,Entrimo,Ourense
32031,Esgos,Ourense
32033,Gomesende,Ourense
32034,"Gudiña, A",Ourense
32035,"Irixo, O",Ourense
32038,Larouco,Ourense
32039,Laza,Ourense
32040,Leiro,Ourense
32041,Lobeira,Ourense
32042,Lobios,Ourense
32043,Maceda,Ourense
32044,Manzaneda,Ourense
32045,Maside,Ourense
32046,Melón,Ourense
32047,"Merca, A",Ourense
32048,"Mezquita, A",Ourense
32049,Montederramo,Ourense
32050,Monterrei,Ourense
32051,Muíños,Ourense
32052,Nogueira de Ramuín,Ourense
32053,Oímbra,Ourense
32054,Ourense,Ourense
32055,Paderne de Allariz,Ourense
32056,Padrenda,Ourense
32057,Parada de Sil,Ourense
32058,"Pereiro de Aguiar, O",Ourense
32059,"Peroxa, A",Ourense
32060,Petín,Ourense
32061,Piñor,Ourense
32063,"Pobra de Trives, A",Ourense
32064,Pontedeva,Ourense
